author,desc,genre,img,isbn,link,pages,rating,reviews,title,totalratings
John F. MacArthur Jr.,"The charismatic movement of the past quarter-century has made an impact on the church unparalleled in history. But one legacy of the movement is confusion and mushy thinking. In Charismatic Chaos, John F. MacArthur calls for biblical evaluation and analyzes the doctrinal differences between charismatics and non-charismatics in the light of Scripture. ""My principal concern,"" writes John MacArthur, ""is to call the church to a firm commitment to the purity and authority of the Scriptures, and thereby to strengthen the unity of the true church."" To tough questions that seem to divide, Charismatic Chaos provides tougher answers that strive to unite. This book tackles such questions as - Is experience a valid test of truth? - Does God still give revelation? - Prophets, fanatics, or heretics? - Does God still heal? - What should we think of the Signs and Wonders movement? - Does the Bible promise health and wealth?","Religion,Theology,Nonfiction,Religion,Christianity,Religion,Christian,Christian Living,Christian,Christian Non Fiction,Spirituality,Religion,Church,Religion,Faith",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348391547l/116165.jpg,310575729,https://goodreads.com/book/show/116165.Charismatic_Chaos,416,4.01,76,Charismatic Chaos,1044
"Jeff Chang,Greg Tate,Rennie Harris,Mark Anthony Neal,Brian Cross,Vijay Prashad,Joan Morgan,Danyel Smith,Adam Mansbach,Danny Hoch","It's not just rap music. Hip-hop has transformed theater, dance, performance, poetry, literature, fashion, design, photography, painting, and film, to become one of the most far-reaching and transformative arts movements of the past two decades.American Book Award-winning journalist Jeff Chang, author of the acclaimed ,Can't Stop Won't Stop: A History of the Hip-Hop Generation,, assembles some of the most innovative and provocative voices in hip-hop to assess the most important cultural movement of our time. It's an incisive look at hip-hop arts in the voices of the pioneers, innovators, and mavericks.With an introductory survey essay by Chang, the anthology includes: Greg Tate, Mark Anthony Neal, Brian “B+” Cross, and Vijay Prashad examining hip-hop aesthetics in the wake of multiculturalism. Joan Morgan and Mark Anthony Neal discussing gender relations in hip-hop. Hip-hop novelists Danyel Smith and Adam Mansbach on ""street lit"" and ""lit hop"". Actor, playwright, and performance artist Danny Hoch on how hip-hop defined the aesthetics of a generation. Rock Steady Crew b-boy-turned-celebrated visual artist DOZE on the uses and limits of a ""hip-hop"" identity. Award-winning writer Raquel Cepeda on West African cosmology and ""the flash of the spirit"" in hip-hop arts. Pioneer dancer POPMASTER FABEL's history of hip-hop dance, and acclaimed choreographer Rennie Harris on hip-hop's transformation of global dance theatre. Bill Adler's history of hip-hop photography, including photos by Glen E. Friedman, Janette Beckman, and Joe Conzo. Poetry and prose from Watts Prophet Father Amde Hamilton and Def Poetry Jam veterans Staceyann Chin, Suheir Hammad, Marc Bamuthi Joseph and Kevin Coval. Roundtable discussions and essays presenting hip-hop in theatre, graphic design, documentary film and video, photography, and the visual arts. “,Total Chaos, is Jeff Chang at his best: fierce and unwavering in his commitment to document the hip-hop explosion. In beginning to define a hip-hop aesthetic, this gathering of artists, pioneers, and thinkers illuminates the special truth that hip-hop speaks to youth around the globe.” (Bakari Kitwana, author of ,The Hip-Hop Generation,)","Music,Nonfiction,Music,Hip Hop,History,Culture,Pop Culture,Art,Philosophy,Theory,Cultural,Writing,Essays",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442801611l/116166._SY475_.jpg,465009093,https://goodreads.com/book/show/116166.Total_Chaos,400,4.08,10,Total Chaos: The Art and Aesthetics of Hip-Hop,174
John Hanson Mitchell,"John Hanson Mitchell tells of his 1500 mile ride on a trusty old Peugeot bicycle from the port of Cadiz to just below the Arctic Circle. He follows the European spring up through southern Spain, the wine and oyster country near Bordeaux, to Versailles (the palace of the Sun King), Wordsworth's Lake District, precipitous Scottish highlands and finally to a Druid temple on the island of Lewis in the Hebrides, a place where Midsummer is celebrated in pagan majesty as the near-midnight sun dips and then quickly rises over the horizon.","Travel,Autobiography,Memoir,Cultural,Scotland,Nonfiction",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347523688l/1161688.jpg,1582431361,https://goodreads.com/book/show/1161688.Following_the_Sun,304,3.58,8,Following the Sun: A Bicycle Pilgrimage From Andalusia to the Hebrides,38
"Michael Moynihan,Didrik Søderlind","The book focuses on the scene surrounding the extreme heavy metal subgenre black metal in Norway in the early 1990s, with a focus on the string of church burnings and murders that occurred in the country around 1993.","Music,Nonfiction,History,Crime,True Crime,Mystery,Crime,Religion,Biography,Cultural,Occult,Sociology",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328768815l/116168.jpg,922915946,https://goodreads.com/book/show/116168.Lords_of_Chaos,391,3.71,427,Lords of Chaos: The Bloody Rise of the Satanic Metal Underground,7122
Yoshihiro Togashi,"Yusuke Urameshi was just another street punk until he died in an unexpected act of self-sacrifice... and came back. Now he's the Underworld's official supernatural detective, charged with keeping the peace between the mortal and immortal realms.,That peace has been shattered. A gang of demons called the Four Beasts is infecting humanity with a swarm of nasty supernatural brain bugs. The only way to control the bugs is with an enchanted whistle... and the only way to the whistle is straight through the Four Beasts! Yusuke and his fellow delinquent Kuwabara have descended into the Underworld to do a little exterminating, but the two human teenagers can't take down the toughest demonic criminals on the supernatural plane! Good thing they've got backup...","Sequential Art,Manga,Fantasy,Sequential Art,Graphic Novels,Sequential Art,Comics,Fantasy,Supernatural,Fantasy,Paranormal,Manga,Shonen,Fiction,Adventure,Comics Manga",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388294044l/1161693.jpg,1591165210,https://goodreads.com/book/show/1161693.Yu_Yu_Hakusho_Volume_5,208,4.29,35,"Yu Yu Hakusho, Volume 5: Focus Your Mind as One!",1375
"Isaac M. Daniel,Ori Ishai","Engineering Mechanics of Composite Materials, 2/e, analyzes the behavior and properties of composite materials--rigid, high-strength, lightweight components that can be used in infrastructure, aircraft, automobiles, biomedical products, and a myriad of other goods. This edition features additional exercises and new material based on the author's research and advances in the field.","Science,Engineering,Computer Science,Technical",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347452421l/1161699.jpg,019515097X,https://goodreads.com/book/show/1161699.Engineering_Mechanics_of_Composite_Materials,411,3.95,1,Engineering Mechanics of Composite Materials,19
"Judith Farr,Louise Carter","In this first substantial study of Emily Dickinson's devotion to flowers and gardening, Judith Farr seeks to join both poet and gardener in one creative personality. She casts new light on Dickinson's temperament, her aesthetic sensibility, and her vision of the relationship between art and nature, revealing that the successful gardener's intimate understanding of horticulture helped shape the poet's choice of metaphors for every experience: love and hate, wickedness and virtue, death and immortality.,Gardening, Farr demonstrates, was Dickinson's other vocation, more public than the making of poems but analogous and closely related to it. Over a third of Dickinson's poems and nearly half of her letters allude with passionate intensity to her favorite wildflowers, to traditional blooms like the daisy or gentian, and to the exotic gardenias and jasmines of her conservatory. Each flower was assigned specific connotations by the nineteenth century floral dictionaries she knew; thus, Dickinson's association of various flowers with friends, family, and lovers, like the tropes and scenarios presented in her poems, establishes her participation in the literary and painterly culture of her day. A chapter, ""Gardening with Emily Dickinson"" by Louise Carter, cites family letters and memoirs to conjecture the kinds of flowers contained in the poet's indoor and outdoor gardens. Carter hypothesizes Dickinson's methods of gardening, explaining how one might grow her flowers today.,Beautifully illustrated and written with verve, ""The Gardens of Emily Dickinson"" will provide pleasure and insight to a wide audience of scholars, admirers of Dickinson's poetry, and garden lovers everywhere.","Nonfiction,Poetry,Biography,Gardening,History,Environment,Nature,Art,Literature,American",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348821447l/11616.jpg,067401829X,https://goodreads.com/book/show/11616.The_Gardens_of_Emily_Dickinson,350,3.85,15,The Gardens of Emily Dickinson,66
Oyèrónkẹ́ Oyěwùmí,"The OC woman question, OCO this book asserts, is a Western one, and not a proper lens for viewing African society. A work that rethinks gender as a Western construction, The Invention of Women offers a new way of understanding both Yoruban and Western cultures. Author Oyeronke Oyewumi reveals an ideology of biological determinism at the heart of Western social categories-the idea that biology provides the rationale for organizing the social world. And yet, she writes, the concept of OC woman, OCO central to this ideology and to Western gender discourses, simply did not exist in Yorubaland, where the body was not the basis of social roles. Oyewumi traces the misapplication of Western, body-oriented concepts of gender through the history of gender discourses in Yoruba studies. Her analysis shows the paradoxical nature of two fundamental assumptions of feminist theory: that gender is socially constructed and that the subordination of women is universal. The Invention of Women demonstrates, to the contrary, that gender was not constructed in old Yoruba society, and that social organization was determined by relative age. A meticulous historical and epistemological account of an African culture on its own terms, this book makes a persuasive argument for a cultural, context-dependent interpretation of social reality. It calls for a reconception of gender discourse and the categories on which such study relies. More than that, the book lays bare the hidden assumptions in the ways these different cultures think. A truly comparative sociology of an African culture and the Western tradition, it will change the way African studies and gender studies proceed. ""","Feminism,Nonfiction,Gender,Cultural,Africa,History,Race,GLBT,Queer,Gender,Gender Studies,Sociology,Philosophy,Theory",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348191686l/1161702.jpg,816624410,https://goodreads.com/book/show/1161702.The_Invention_of_Women,256,4.2,12,The Invention of Women: Making an African Sense of Western Gender Discourses,118
Christina Henry,"Madeline Black is an Agent of death, meaning she escorts the souls of people who have died to the afterlife. But lately, some spirits don't feel like crossing over...,Something is wrong with the souls of Chicago's dead. Ghosts are walking the streets, and Maddy's boss wants her to figure out why. At the same time, the pact that Maddy unwittingly made with the local werewolves comes back to bite her when their alpha is kidnapped. As Lucifer's heir, she should be able to discover who—or what—is responsible for both occurrences, but the fallen haven't been too happy with her since she agreed to harbor Gabriel's half brother, Samiel.,And while work is bad enough, Maddy has a plethora of personal problems, too. Now that Gabriel has been assigned as her thrall, their relationship has hit an impasse. At least her sleazy ex-fiancé, Nathaniel, is out of the picture—or so she thinks...","Fantasy,Urban Fantasy,Fantasy,Paranormal,Fantasy,Paranormal,Angels,Paranormal,Demons,Romance,Fantasy,Magic,Romance,Paranormal Romance,Paranormal,Vampires,Paranormal,Ghosts",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319081401l/11617031.jpg,1937007332,https://goodreads.com/book/show/11617031-black-howl,274,4.03,255,Black Howl,4353
Kate Ascher,"How much do you really know about the systems that keep a city alive? ,The Works: Anatomy of a City, contains everything you ever wanted to know about what makes New York City run. When you flick on your light switch the light goes on--how? When you put out your garbage, where does it go? When you flush your toilet, what happens to the waste? How does water get from a reservoir in the mountains to your city faucet? How do flowers get to your corner store from Holland, or bananas get there from Ecuador? Who is operating the traffic lights all over the city? And what in the world is that steam coming out from underneath the potholes on the street? Across the city lies a series of extraordinarily complex and interconnected systems. Often invisible, and wholly taken for granted, these are the systems that make urban life possible. , ,The Works: Anatomy of a City, offers a cross section of this hidden infrastructure, using beautiful, innovative graphic images combined with short, clear text explanations to answer all the questions about the way things work in a modern city. It describes the technologies that keep the city functioning, as well as the people who support them-the pilots that bring the ships in over the Narrows sandbar, the sandhogs who are currently digging the third water tunnel under Manhattan, the television engineer who scales the Empire State Building's antenna for routine maintenance, the electrical wizards who maintain the century-old system that delivers power to subways. , Did you know that the Verrazano-Narrows Bridge is so long, and its towers are so high, that the builders had to take the curvature of the earth's surface into account when designing it? Did you know that the George Washington Bridge takes in approximately $1 million per day in tolls? Did you know that retired subway cars travel by barge to the mid-Atlantic, where they are dumped overboard to form natural reefs for fish? Or that if the telecom cables under New York were strung end to end, they would reach from the earth to the sun? While the book uses New York as its example, it has relevance well beyond that city's boundaries as the systems that make New York a functioning metropolis are similar to those that keep the bright lights burning in big cities everywhere. , ,The Works, is for anyone who has ever stopped midcrosswalk, looked at the rapidly moving metropolis around them, and wondered, how does this all work?","Nonfiction,Architecture,Geography,Cities,Cities,Urban Planning,New York,Science,Design,Cities,Urban Studies,Reference,Cities,Urbanism",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309209282l/116170.jpg,1594200718,https://goodreads.com/book/show/116170.The_Works,240,4.1,143,The Works: Anatomy of a City,1406
Anthony Arthur,"He was only a Dutch tailor's apprentice, but from 1534 to 1535, Jan van Leyden led a radical sect of persecuted Anabaptists to repeated triumphs over the combined powers of church and state. Revered by his followers as the new David, the charismatic young leader pronounced the northern German city of Muenster a new Zion and crowned himself king. He expropriated all private property, took sixteen wives (supposedly emulating the biblical patriarchs), and in a deadly reign of terror, executed all who opposed him. As the long siege of Muenster resulted in starvation, thousands fled Jan's deadly kingdom while others waited behind the double walls and moats for the apocalyptic final attack by the Prince-Bishop's hired armies, supported by all the rulers of Europe.,With the sudden rise to power of a compelling personality and the resulting violent threat to ordered society, Jan van Leyden's distant story strangely echoes the many tragedies of the twentieth century. More than just a fascinating human drama from the past, ,The Tailor-King, also offers insight into our own troubled times.","History,Religion,Nonfiction,Cultural,Germany,History,European History,Religion,Christianity,Church,Church History",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311986002l/1161742.jpg,312267835,https://goodreads.com/book/show/1161742.The_Tailor_King,256,4.32,22,The Tailor-King: The Rise and Fall of the Anabaptist Kingdom of Muenster,202
Martin Booth,"To some it's the classic ""gateway drug,"" to others it is a harmless way to relax, or provide relief from pain. Some fear it is dangerous and addictive, while others feel it should be decriminalized. Whatever the viewpoint, cannabis incites debate at every level, and the effect it has on every corner of the globe is undeniable.,In this comprehensive study, Martin Booth crafts a tale of medical advance and religious enlightenment; of political subterfuge and law enforcement; of cunning smugglers, street pushers, gang warfare, writers, artists, and musicians. And above all, Booth chronicles the fascinating process through which cannabis became outlawed throughout the Western world, and the effect such legislation has had on the global economy.","History,Nonfiction,Science,Historical,Politics,Health,Medicine,Health,Cultural,Nature,Plants,Environment,Nature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316637837l/116178.jpg,312424949,https://goodreads.com/book/show/116178.Cannabis,448,4.08,36,Cannabis: A History,440
Matthew Wood,"Matthew Wood is recognized world wide as one of the United States' most reknown herbalists. His previous book, ,Seven Herbs: Plants as Healers,, was a watershed in teaching herbal healing as a part of total wellness. In ,The Book of Herbal Wisdom,, this is continued and enlarged in wonderful detail. This is a must-read for anyone working in the natural health field or interested in self healing with herbs. For those of us who consider not only our physical relationships to the herbs, but also the metaphysical ones, this book is invaluable. It affirms that when we work closely with nature, and the energies of the herbs and herbal medicine, we all are much better off. This is a work that empowers the reader and gives them a very deep knowledge of the herbs discussed.","Health,Plants,Herbs,Nonfiction,Environment,Nature,Gardening,Nature,Plants,Reference,Health,Medicine,Adventure,Survival,Spirituality",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344618889l/1161830.jpg,1556432321,https://goodreads.com/book/show/1161830.The_Book_of_Herbal_Wisdom,592,4.53,24,The Book of Herbal Wisdom: Using Plants as Medicines,387
Matthew Wood,"This book provides a skilled and knowledgeable exploration into to the uses of 7 herbs by a master herbalist. This book would be useful to students and practioners of herbalism, homeopathy, and flower essences, as the information can be utilized across these disciplines. The book clearly explains when and how to use these remedies and gives ample case studies from author's personal experience that further assist the reader in forming a clear picture of the signature of the herbs described.","Nonfiction,Plants,Herbs,Environment,Nature",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320395520l/1161833.jpg,938190911,https://goodreads.com/book/show/1161833.Seven_Herbs,124,4.32,2,Seven Herbs: Plants as Teachers,75
Joel Greenblatt,"A comprehensive and practical guide to the stock market from a successful fund manager—filled with case studies, important background information, and all the tools you’ll need to become a stock market genius.,Fund manager Joel Greenblatt has been beating the Dow (with returns of 50 percent a year) for more than a decade. And now, in this highly accessible guide, he’s going to show you how to do it, too. You’re about to discover investment opportunities that portfolio managers, business-school professors, and top investment experts regularly miss—uncharted areas where the individual investor has a huge advantage over the Wall Street wizards. Here is your personal treasure map to special situations in which big profits are possible, including:, ,-Spin-offs, -Restructurings, -Merger Securities, -Rights Offerings, -Recapitalizations, -Bankruptcies, -Risk Arbitrage, ,Prepared with the tools from this guide, it won’t be long until you’re a stock market genius!","Economics,Finance,Business,Nonfiction,Currency,Money,Economics,Finance,Personal Finance,Self Help,Buisness,Education",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441536672l/116184._SY475_.jpg,684840073,https://goodreads.com/book/show/116184.You_Can_Be_a_Stock_Market_Genius,285,4.21,237,You Can Be a Stock Market Genius: Uncover the Secret Hiding Places of Stock Market Profits,7078
William Dunham,"Like masterpieces of art, music, and literature, great mathematical theorems are creative milestones, works of genius destined to last forever. Now William Dunham gives them the attention they deserve.Dunham places each theorem within its historical context and explores the very human and often turbulent life of the creator — from Archimedes, the absentminded theoretician whose absorption in his work often precluded eating or bathing, to Gerolamo Cardano, the sixteenth-century mathematician whose accomplishments flourished despite a bizarre array of misadventures, to the paranoid genius of modern times, Georg Cantor. He also provides step-by-step proofs for the theorems, each easily accessible to readers with no more than a knowledge of high school mathematics.,A rare combination of the historical, biographical, and mathematical, ,Journey Through Genius, is a fascinating introduction to a neglected field of human creativity.","Science,Mathematics,Science,Nonfiction,History,Science,Popular Science,Biography,Science,History Of Science,Academic,Academic,School,Science,Physics",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348678123l/116185.jpg,014014739X,https://goodreads.com/book/show/116185.Journey_through_Genius,320,4.22,131,Journey through Genius: The Great Theorems of Mathematics,2673
"Warren Bennis,Patricia Ward Biederman",Uncovers the elements of creative collaboration by examining six of the century's most extraordinary groups and distill their successful practices into lessons that virtually any organization can learn and commit to in order to transform its own management into a collaborative and successful group of leaders. Paper. DLC: Organizational effectiveness - Case studies.,"Leadership,Business,Nonfiction,Business,Management,Sociology,Education,Reference,Research,History",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349087694l/116187.jpg,201339897,https://goodreads.com/book/show/116187.Organizing_Genius,256,3.79,27,Organizing Genius: The Secrets of Creative Collaboration,442
Neil R. Carlson,"This edition introduces increased coverage of evolution and the human brain. Carlson's Seventh Edition of Physiology of Behavior continues its tradition as the most comprehensive, current, and teachable book for physiological psychology. This classic incorporates the latest discoveries in the rapidly changing fields of neuroscience and physiological psychology and offers the most comprehensive and integrative coverage of research and theory in contemporary behavioral neuroscience. Thoughtfully organized, it offers scholarly-yet-accessible coverage and effectively emphasizes the dynamic interaction between biology and behavior. Collaboration with a talented artist has provided beautiful, accurate, and informative full-color illustrations that further enhance the appeal to both students and professors alike. For anyone interested in physiological psychology or biological psychology.","Psychology,Textbooks,Biology,Neuroscience,Science,Nonfiction,Science,Biology,Reference,Academic,School,Health,Medicine,Health",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387702319l/1161887.jpg,205467245,https://goodreads.com/book/show/1161887.Physiology_of_Behavior,734,4.03,22,Physiology of Behavior,418
"Jan Davidson,Bob Davidson,Laura Vanderkam","With all the talk of failing schools these days, we often forget that schools can fail their brightest students too. Gifted children forced into a ""one size fits all"" approach to schooling find themselves bored or frustrated, which can lead to underachievement, behavioral problems, or depression. Without sufficient challenges and resources, say Jan and Bob Davidson, America's brightest young minds languish, never reaching their full potential. Society can't afford that loss. , In ,Genius Denied,, the Davidsons -- founders of a nonprofit institute that provides assistance to gifted children -- offer hope and practical advice to parents and students alike. Through their own experiences and those of the families they've worked with, the Davidsons show parents how to find an appropriate education for their children, when to go outside the school system, and how to create a support network with school authorities and other parents. ,Genius Denied, shows that with commitment and creativity, gifted students can get the education they deserve, one that nurtures their talents and minds.","Education,Nonfiction,Parenting,Teaching,Psychology,Adult,Academic,School,Philosophy",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435197453l/116189._SY475_.jpg,743254619,https://goodreads.com/book/show/116189.Genius_Denied,256,3.82,59,Genius Denied: How to Stop Wasting Our Brightest Young Minds,334
"Fumi Yoshinaga,菱川","Hired as a servant by an Aristocrat family, Claude works hard to care for the family that took him in. But when the master of the house and his wife eventually pass away, Claude must keep spoiled son Antoine in line and teach him to be a proper gentleman. As the two become closer, a forbidden love develops between them... Famed Boys' Love manga-ka Fumi Yoshinaga, the creator of Gerard and Jacques and Antique Bakery, has crafted a tale of young loveres flourishing against all odds.","Sequential Art,Manga,Manga,Yaoi,Yaoi,Boys Love,Romance,Sequential Art,Graphic Novels,Historical,Historical,Historical Fiction,Fiction,GLBT,Queer,Romance,M M Romance",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347360282l/1161921.jpg,1427800529,https://goodreads.com/book/show/1161921.Fumi_Yoshinaga_s,232,3.6,16,Fumi Yoshinaga's: Lovers in the Night (Yaoi),232
Fumi Yoshinaga,"Here is a collection of short stories by the popular and critically acclaimed manga-ka Fumi Yoshinaga. From modern-day tales of romance in Seattle, to eerie stories from historical Japanese fantasy, to Yoshinaga's further depiction of the class conflict before the French Revolution, there's a little something for every BLU fan The characters Claude and Antoine, a young aristocrat and his butler, are initially introduced in this volume, and their further adventures continue in Yoshinaga's ""Lovers in the Night.""","Sequential Art,Manga,Manga,Yaoi,Yaoi,Boys Love,Romance,Comics Manga,Short Stories,Manga,Josei",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1181522052l/1161922._SX318_.jpg,1427800553,https://goodreads.com/book/show/1161922.Truly_Kindly,192,3.57,5,Truly Kindly,92
Fumi Yoshinaga,"An (apparently) frivolous Tohdou and an (overly) series Tamiya. The two continue to collide, but have finally become lovers after graduation. This is their life afterwards, living together, but... things really can't be that simple and easy, right? The long awaited conclusion to Ichigenme... The First Class is Civil Law is here with bonus material. Tohdou's younger brother even makes a ""guest appearance!""","Sequential Art,Manga,Manga,Yaoi,Yaoi,Boys Love,Romance,Comics Manga,Sequential Art,Graphic Novels,Sequential Art,Comics,Cultural,Japan,GLBT,Queer,Romance,M M Romance",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397582153l/1161923.jpg,193412902X,https://goodreads.com/book/show/1161923.Ichigenme_the_First_Class_Is_Civil_Law_Volume_2,223,3.82,11,"Ichigenme... the First Class Is Civil Law, Volume 2",133
Fumi Yoshinaga,"As a newly appointed high school teacher, Ida has yet to gain confidence in his abilities. His insecurity grows worse when he feels someone intensely staring at him during class. The piercing eyes belong to a tall, intimidating student -- Koichi Kobayashi. What exactly should Ida do about it? Is it discontent that fuels Kobayashi's sultry gaze... or could it be something else? With the schoolyard as a backdrop, Fumi Yoshinaga, creator of ,Antique Bakery, Flower of Life, and ,Solfege,, presents ,Moon and Sandals, -- a feel-good boy's love story and a long awaited manga series!","Sequential Art,Manga,Manga,Yaoi,Romance,Yaoi,Boys Love,GLBT,Queer,Romance,M M Romance",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1410074831l/1161924.jpg,156970824X,https://goodreads.com/book/show/1161924.The_Moon_and_the_Sandals_1,216,3.67,11,The Moon and the Sandals 1,130
John A. Tracy,"Hidden somewhere among all the numbers in a financial report is vitally important information about where a company has been and where it is going. This is especially relevant in light of the current corporate scandals., The sixth edition of this bestselling book is designed to help anyone who works with financial reports--but has neither the time nor the need for an in-depth knowledge of accounting--cut through the maze of accounting information to find out what those numbers really mean.","Business,Economics,Finance,Nonfiction,Finance,Accounting,Economics,Buisness,Business,Management,Reference,Finance,Personal Finance,Currency,Money",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171721502l/116192._SX318_.jpg,471478679,https://goodreads.com/book/show/116192.How_to_Read_a_Financial_Report,205,3.9,40,How to Read a Financial Report: Wringing Vital Signs Out of the Numbers,4368
"Ella K. Lindvall,H. Kent Puckett","""Read to me!"" ,is a popular request parents hear from their children. How better to fulfill this wish than to read a Bible storybook written and illustrated just for kids? ,The award-winning ,Read Aloud Bible Stories, series has delighted children, parents, and teachers for decades. Written by Ella K. Lindvall and illustrated by Kent Puckett, these timeless stories of the Bible are retold in clear, simple language children will enjoy and understand. And parents will appreciate the care taken to simplify the stories without sacrificing any accuracy.,Perfect for reading aloud or for early readers themselves, ,Read Aloud Bible Stories ,are a great way to ingrain God's truth into your child's heart early on. Plus, the 'What Did You Learn?' page at the end of every story helps children understand how God's Word applies to them today.,Volume 4:,Joseph and His Brothers,The Baby in the Basket,Joshua and the Big Wall,David and the Biggest Man,Jonah and the Big Fish","Childrens,Biblical,Young Adult,Childrens,Picture Books",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388199432l/116193.jpg,802471668,https://goodreads.com/book/show/116193.Read_Aloud_Bible_Stories_Volume_4,160,4.7,6,Read Aloud Bible Stories Volume 4,77
Marcia Bjornerud,"To many of us, the Earth's crust is a relic of ancient, unknowable history. But to a geologist, stones are richly illustrated narratives, telling gothic tales of cataclysm and reincarnation. For more than four billion years, in beach sand, granite, and garnet schists, the planet has kept a rich and idiosyncratic journal of its past. Fulbright Scholar Marcia Bjornerud takes the reader along on an eye-opening tour of Deep Time, explaining in elegant prose what we see and feel beneath our feet. Both scientist and storyteller, Bjornerud uses anecdotes and metaphors to remind us that our home is a living thing with lessons to teach. She shows how our planet has long maintained a delicate balance, and how the global give-and-take has sustained life on Earth through numerous upheavals. But with the rapidly escalating effects of human beings on their home planet, that cosmic balance is being threatened -- and the consequences may be catastrophic. Containing a glossary and detailed timescale, as well as vivid descriptions and historic accounts, ,Reading the Rocks, is literally a history of the world, for all friends of the Earth.","Science,Science,Geology,Nonfiction,History,Environment,Nature,Science,Natural History,Science,Earth Sciences,Planets,Earth,Science,Geography,Science,Popular Science",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348595351l/1161943.jpg,465006841,https://goodreads.com/book/show/1161943.Reading_the_Rocks,256,3.92,54,Reading the Rocks: The Autobiography of the Earth,404
Jim Sullivan,"Bringing to mind the exploits of Pappy Boyington and his Blacksheep Squadron and Tommy Blackburn with the Jolly Rogers, the Corsair is among the most formidable U.S. fighters of World War II. The F4U maintained a kill ratio of 11:1 according to the United States Navy and went on to serve American forces in Korea, holding its own in the early years of the jet age. The Corsair was first conceived as a high-speed, high-altitude fighter for the Navy in 1938 when Chance Vought?s design team drew up plans for a fighter with a 1,800 h.p. engine and a huge 13-foot propeller. The Corsair?s famous inverted gull wing design was introduced to allow prop clearance. Handling problems delayed the aircraft?s deployment aboard carriers, but Marine Corps pilots quickly took to the powerful, rugged fighter and VMF-124, the first Marine squadron to fly the Corsair in combat, also produced the first Corsair air ace, Kenneth A. Walsh, by the summer of 1943. A total of 12,571 Corsairs were built between 1940 and 1952, most of them by Vought, but hundreds by Goodyear and Brewster as those companies? assembly lines had to be pressed into service to meet soaring demand for the remarkable aircraft. Jim Sullivan?s exhaustive volume surveys the history of the Corsair from its first prototype to the restored warbirds that have continued to delight air show audiences down to the present day. Illustrated with 169 photographs, 53 of which are in color, plus color profiles and detailed line drawings. 64 pages",,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312814001l/11619532.jpg,897476239,https://goodreads.com/book/show/11619532-f4u-corsair-in-action-aircraft-no-220,64,4.67,2,F4U Corsair In Action   Aircraft No. 220,3
